id,date,comp_symbol,analyzed_articles,sentiment_score,sentiment,entry_price,created_at,updated_at
234,2024-06-01,KO,16,-1,negative,62.93000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
225,2024-06-01,META,19,-1,negative,477.489990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
222,2024-06-01,MSFT,10,-1,negative,413.5199890136719,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
227,2024-06-01,NFLX,18,1,positive,633.7899780273438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
228,2024-06-01,NVDA,15,2,positive,115.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
235,2024-06-01,PEP,10,-1,negative,171.22999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
232,2024-06-01,PG,18,-2,negative,164.64999389648438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
240,2024-06-01,PYPL,13,1,positive,63.459999084472656,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
224,2024-06-01,TSLA,15,-2,negative,176.2899932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
230,2024-06-01,V,19,1,positive,270.3800048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
231,2024-06-01,WMT,17,-2,negative,65.81999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
241,2024-05-01,AAPL,15,1,positive,169.3000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
256,2024-05-01,ADBE,11,0,neutral,469.3900146484375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
259,2024-05-01,AMD,19,0,neutral,144.27000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
243,2024-05-01,AMZN,11,-1,negative,179.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
258,2024-05-01,CRM,16,2,positive,268.69000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
253,2024-05-01,DIS,15,-2,negative,110.4800033569336,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
246,2024-05-01,GOOGL,10,-2,negative,163.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
257,2024-05-01,INTC,12,1,positive,30.3700008392334,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
249,2024-05-01,JPM,12,-2,negative,191.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
254,2024-05-01,KO,16,1,positive,61.93000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
245,2024-05-01,META,20,0,neutral,439.19000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
242,2024-05-01,MSFT,13,0,neutral,394.94000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
247,2024-05-01,NFLX,17,1,positive,551.7100219726562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
248,2024-05-01,NVDA,13,2,positive,83.04100036621094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
255,2024-05-01,PEP,15,1,positive,175.14999389648438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
252,2024-05-01,PG,20,-2,negative,163.39999389648438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
260,2024-05-01,PYPL,11,-1,negative,66.13999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
244,2024-05-01,TSLA,16,0,neutral,179.99000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
250,2024-05-01,V,17,-1,negative,267.32000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
251,2024-05-01,WMT,20,1,positive,58.849998474121094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
261,2024-04-01,AAPL,20,1,positive,170.02999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
276,2024-04-01,ADBE,19,-2,negative,502.0899963378906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
279,2024-04-01,AMD,20,0,neutral,183.33999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
263,2024-04-01,AMZN,19,0,neutral,180.97000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
278,2024-04-01,CRM,20,-2,negative,302.260009765625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
273,2024-04-01,DIS,10,-2,negative,121.52999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
266,2024-04-01,GOOGL,17,2,positive,155.49000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
277,2024-04-01,INTC,12,2,positive,44.52000045776367,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
269,2024-04-01,JPM,16,-1,negative,198.94000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
274,2024-04-01,KO,20,-2,negative,60.68000030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
265,2024-04-01,META,14,-2,negative,491.3500061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
262,2024-04-01,MSFT,10,2,positive,424.57000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
267,2024-04-01,NFLX,14,0,neutral,614.3099975585938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
268,2024-04-01,NVDA,17,-1,negative,90.36299896240234,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
275,2024-04-01,PEP,14,1,positive,172.97999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
272,2024-04-01,PG,19,2,positive,160.5800018310547,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
280,2024-04-01,PYPL,18,-2,negative,65.02999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
264,2024-04-01,TSLA,20,1,positive,175.22000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
270,2024-04-01,V,16,1,positive,278.2799987792969,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
271,2024-04-01,WMT,14,1,positive,60.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
281,2024-03-01,AAPL,15,-2,negative,179.66000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
296,2024-03-01,ADBE,17,1,positive,570.9299926757812,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
299,2024-03-01,AMD,18,1,positive,202.63999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
283,2024-03-01,AMZN,15,-2,negative,178.22000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
298,2024-03-01,CRM,18,-1,negative,316.8800048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
293,2024-03-01,DIS,16,0,neutral,111.94999694824219,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
286,2024-03-01,GOOGL,17,-2,negative,137.13999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
297,2024-03-01,INTC,19,-1,negative,43.81999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
289,2024-03-01,JPM,11,0,neutral,185.2899932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
294,2024-03-01,KO,11,-2,negative,59.529998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
285,2024-03-01,META,13,-1,negative,502.29998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
282,2024-03-01,MSFT,19,-2,negative,415.5,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
287,2024-03-01,NFLX,17,0,neutral,619.3400268554688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
288,2024-03-01,NVDA,13,1,positive,82.27899932861328,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
295,2024-03-01,PEP,13,2,positive,164.58999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
292,2024-03-01,PG,12,-2,negative,158.85000610351562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
300,2024-03-01,PYPL,17,1,positive,60.540000915527344,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
284,2024-03-01,TSLA,14,-1,negative,202.63999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
290,2024-03-01,V,19,1,positive,283.1600036621094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
291,2024-03-01,WMT,10,-2,negative,58.7599983215332,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
301,2024-02-01,AAPL,14,0,neutral,186.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
316,2024-02-01,ADBE,12,1,positive,627.9099731445312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
319,2024-02-01,AMD,11,-2,negative,170.47999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
303,2024-02-01,AMZN,20,-1,negative,159.27999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
318,2024-02-01,CRM,14,1,positive,283.79998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
313,2024-02-01,DIS,17,-2,negative,97.05999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
306,2024-02-01,GOOGL,16,-2,negative,141.16000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
317,2024-02-01,INTC,19,-1,negative,43.36000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
309,2024-02-01,JPM,18,-1,negative,173.72999572753906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
314,2024-02-01,KO,13,-1,negative,60.97999954223633,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
305,2024-02-01,META,14,-2,negative,394.7799987792969,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
302,2024-02-01,MSFT,15,-1,negative,403.7799987792969,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
307,2024-02-01,NFLX,17,-2,negative,567.510009765625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
308,2024-02-01,NVDA,20,-2,negative,63.027000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
315,2024-02-01,PEP,16,-1,negative,171.6999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
312,2024-02-01,PG,11,1,positive,159.17999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
320,2024-02-01,PYPL,18,1,positive,62.02000045776367,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
304,2024-02-01,TSLA,13,2,positive,188.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
310,2024-02-01,V,20,-1,negative,277.04998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
311,2024-02-01,WMT,13,0,neutral,56.10333251953125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
321,2024-01-01,AAPL,16,2,positive,185.63999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
336,2024-01-01,ADBE,14,-1,negative,580.0700073242188,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
339,2024-01-01,AMD,10,-1,negative,138.5800018310547,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
323,2024-01-01,AMZN,14,0,neutral,149.92999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
338,2024-01-01,CRM,13,-1,negative,256.1300048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
333,2024-01-01,DIS,20,0,neutral,90.70999908447266,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
326,2024-01-01,GOOGL,19,2,positive,138.1699981689453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
337,2024-01-01,INTC,19,0,neutral,47.79999923706055,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
329,2024-01-01,JPM,11,-2,negative,172.0800018310547,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
334,2024-01-01,KO,15,2,positive,59.81999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
325,2024-01-01,META,11,-1,negative,346.2900085449219,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
322,2024-01-01,MSFT,15,0,neutral,370.8699951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
327,2024-01-01,NFLX,12,2,positive,468.5,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
328,2024-01-01,NVDA,10,-2,negative,48.167999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
335,2024-01-01,PEP,14,0,neutral,172.91000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
332,2024-01-01,PG,11,2,positive,148.74000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
340,2024-01-01,PYPL,16,-1,negative,61.459999084472656,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
324,2024-01-01,TSLA,17,2,positive,248.4199981689453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
330,2024-01-01,V,12,-1,negative,258.8699951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
331,2024-01-01,WMT,19,-1,negative,53.0966682434082,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
341,2023-12-01,AAPL,20,2,positive,191.24000549316406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
356,2023-12-01,ADBE,20,0,neutral,612.469970703125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
359,2023-12-01,AMD,19,-1,negative,121.38999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
343,2023-12-01,AMZN,14,2,positive,147.02999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
358,2023-12-01,CRM,18,-2,negative,260.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
353,2023-12-01,DIS,14,1,positive,92.58000183105469,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
346,2023-12-01,GOOGL,10,-2,negative,131.86000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
357,2023-12-01,INTC,11,-1,negative,43.7400016784668,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
349,2023-12-01,JPM,18,-1,negative,156.83999633789062,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
354,2023-12-01,KO,17,-1,negative,58.63999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
345,2023-12-01,META,14,2,positive,324.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
342,2023-12-01,MSFT,18,-2,negative,374.510009765625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
347,2023-12-01,NFLX,10,2,positive,465.739990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
348,2023-12-01,NVDA,20,-1,negative,46.76499938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
355,2023-12-01,PEP,15,-2,negative,168.69000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
352,2023-12-01,PG,11,2,positive,152.66000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
360,2023-12-01,PYPL,12,2,positive,59.650001525878906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
344,2023-12-01,TSLA,19,-1,negative,238.8300018310547,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
350,2023-12-01,V,20,2,positive,256.45001220703125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
351,2023-12-01,WMT,15,0,neutral,51.4466667175293,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
361,2023-11-01,AAPL,18,0,neutral,173.97000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
376,2023-11-01,ADBE,19,2,positive,544.5,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
379,2023-11-01,AMD,12,2,positive,108.04000091552734,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
363,2023-11-01,AMZN,10,2,positive,137.0,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
378,2023-11-01,CRM,11,-1,negative,203.91000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
373,2023-11-01,DIS,18,-2,negative,81.06999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
366,2023-11-01,GOOGL,15,-2,negative,126.44999694824219,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
377,2023-11-01,INTC,10,0,neutral,37.290000915527344,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
369,2023-11-01,JPM,20,-2,negative,138.94000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
374,2023-11-01,KO,15,0,neutral,56.439998626708984,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
365,2023-11-01,META,11,-1,negative,311.8500061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
362,2023-11-01,MSFT,15,-1,negative,346.07000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
367,2023-11-01,NFLX,11,0,neutral,420.19000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
368,2023-11-01,NVDA,18,-2,negative,42.32500076293945,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
375,2023-11-01,PEP,13,-1,negative,164.8699951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
372,2023-11-01,PG,20,1,positive,149.61000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
380,2023-11-01,PYPL,12,0,neutral,51.65999984741211,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
364,2023-11-01,TSLA,15,-2,negative,205.66000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
370,2023-11-01,V,13,-2,negative,238.5800018310547,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
371,2023-11-01,WMT,20,2,positive,54.956668853759766,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
381,2023-10-01,AAPL,13,1,positive,173.75,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
396,2023-10-01,ADBE,16,1,positive,521.1300048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
399,2023-10-01,AMD,11,2,positive,103.2699966430664,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
383,2023-10-01,AMZN,20,0,neutral,129.4600067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
398,2023-10-01,CRM,17,2,positive,203.7100067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
393,2023-10-01,DIS,14,1,positive,81.66999816894531,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
386,2023-10-01,GOOGL,20,-2,negative,134.1699981689453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
397,2023-10-01,INTC,15,0,neutral,35.459999084472656,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
389,2023-10-01,JPM,16,-2,negative,143.77000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
394,2023-10-01,KO,16,-1,negative,55.47999954223633,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
385,2023-10-01,META,16,1,positive,306.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
382,2023-10-01,MSFT,12,0,neutral,321.79998779296875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
387,2023-10-01,NFLX,11,1,positive,380.3299865722656,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
388,2023-10-01,NVDA,16,-1,negative,44.78200149536133,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
395,2023-10-01,PEP,12,-2,negative,169.1699981689453,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
392,2023-10-01,PG,12,2,positive,145.19000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
400,2023-10-01,PYPL,10,2,positive,58.560001373291016,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
384,2023-10-01,TSLA,16,0,neutral,251.60000610351562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
390,2023-10-01,V,16,2,positive,231.27000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
391,2023-10-01,WMT,20,2,positive,53.366668701171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
401,2023-09-01,AAPL,17,-1,negative,189.4600067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
416,2023-09-01,ADBE,11,-2,negative,563.2100219726562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
419,2023-09-01,AMD,11,1,positive,109.44999694824219,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
403,2023-09-01,AMZN,10,-1,negative,138.1199951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
418,2023-09-01,CRM,10,2,positive,221.52999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
413,2023-09-01,DIS,20,2,positive,81.63999938964844,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
406,2023-09-01,GOOGL,12,-2,negative,135.66000366210938,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
417,2023-09-01,INTC,10,-2,negative,36.61000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
409,2023-09-01,JPM,15,1,positive,146.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
414,2023-09-01,KO,12,1,positive,59.310001373291016,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
405,2023-09-01,META,10,1,positive,296.3800048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
402,2023-09-01,MSFT,11,1,positive,328.6600036621094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
407,2023-09-01,NFLX,13,-2,negative,439.8800048828125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
408,2023-09-01,NVDA,11,-2,negative,48.50899887084961,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
415,2023-09-01,PEP,18,-1,negative,175.32000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
412,2023-09-01,PG,18,-1,negative,154.50999450683594,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
420,2023-09-01,PYPL,16,2,positive,63.56999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
404,2023-09-01,TSLA,12,-1,negative,245.00999450683594,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
410,2023-09-01,V,15,2,positive,248.11000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
411,2023-09-01,WMT,15,2,positive,53.856666564941406,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
421,2023-08-01,AAPL,17,0,neutral,195.61000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
436,2023-08-01,ADBE,13,-1,negative,549.0999755859375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
439,2023-08-01,AMD,16,2,positive,117.5999984741211,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
423,2023-08-01,AMZN,14,-2,negative,131.69000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
438,2023-08-01,CRM,19,-2,negative,224.27000427246094,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
433,2023-08-01,DIS,20,0,neutral,89.02999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
426,2023-08-01,GOOGL,13,-1,negative,131.5500030517578,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
437,2023-08-01,INTC,13,0,neutral,35.79999923706055,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
429,2023-08-01,JPM,18,-1,negative,157.17999267578125,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
434,2023-08-01,KO,18,2,positive,61.77000045776367,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
425,2023-08-01,META,11,2,positive,322.7099914550781,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
422,2023-08-01,MSFT,18,-1,negative,336.3399963378906,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
427,2023-08-01,NFLX,15,2,positive,438.6199951171875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
428,2023-08-01,NVDA,12,-2,negative,46.50699996948242,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
435,2023-08-01,PEP,18,-1,negative,186.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
432,2023-08-01,PG,20,1,positive,156.25,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
440,2023-08-01,PYPL,16,-1,negative,75.52999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
424,2023-08-01,TSLA,11,1,positive,261.07000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
430,2023-08-01,V,18,2,positive,239.77999877929688,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
431,2023-08-01,WMT,16,2,positive,53.03666687011719,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
441,2023-07-01,AAPL,19,2,positive,192.4600067138672,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
456,2023-07-01,ADBE,11,0,neutral,485.2099914550781,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
459,2023-07-01,AMD,12,-1,negative,115.81999969482422,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
443,2023-07-01,AMZN,10,2,positive,130.22000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
458,2023-07-01,CRM,20,2,positive,211.64999389648438,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
453,2023-07-01,DIS,16,2,positive,90.5,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
446,2023-07-01,GOOGL,12,1,positive,119.9000015258789,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
457,2023-07-01,INTC,10,-2,negative,33.619998931884766,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
449,2023-07-01,JPM,13,0,neutral,146.61000061035156,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
454,2023-07-01,KO,20,1,positive,60.58000183105469,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
445,2023-07-01,META,11,1,positive,286.0199890136719,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
442,2023-07-01,MSFT,19,0,neutral,337.989990234375,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
447,2023-07-01,NFLX,15,2,positive,441.44000244140625,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
448,2023-07-01,NVDA,13,-2,negative,42.41299819946289,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
455,2023-07-01,PEP,16,-1,negative,185.60000610351562,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
452,2023-07-01,PG,12,0,neutral,152.5,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
460,2023-07-01,PYPL,11,2,positive,68.0999984741211,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
444,2023-07-01,TSLA,10,-2,negative,279.82000732421875,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
450,2023-07-01,V,15,1,positive,237.97000122070312,2025-05-30T08:28:17.266882,2025-05-30T08:28:17.266882
